Gene.refGene,score
NCF4,0.25041209
CACNG2,0.25041209
F2R,0.25041209
GRIK4,0.250343408
SLC24A5,0.250313031
MUC5B,0.250299318
INSIG2,0.250299318
ITS,0.250299318
ALDH3B1,0.250274727
SFRP2,0.250274727
CRHBP,0.250206045
CCND2,0.250206045
MCTP2,0.250206045
UCP3,0.25009052
EBM,0.25009052
MEF2C,0.250087756
HNMT,0.250087756
DOCK6,0.250068682
MC1R,0.250034341
ATM,0.250011764
ANO3,0.250011764
PRKACG,0.250011764
PFKFB3,0.250011764
AP1S1,0.249821706
CCL4,0.249821706
XRCC5,0.249813694
SIK1,0.249813694
SYNJ2,0.249813694
MLX,0.249136995
GLE1,0.249116484
LDHC,0.249116484
ENG,0.249096678
TESK2,0.249096678
TDP1,0.249092356
ROGDI,0.248914732
TACSTD2,0.24876812
SLC35A2,0.248715589
OAS1,0.248715589
LYN,0.248715589
IGHG1,0.248715589
CD3E,0.248635064
WDR72,0.248606905
CNGB1,0.24854996
AFF4,0.24854996
SCA20,0.24854996
TSEN34,0.24854996
SERPINB5,0.24854996
IL18R1,0.24854996
PTMA,0.24854996
FUT7,0.24854996
NEFH,0.248452391
MIR1246,0.248340405
PTPRO,0.248340405
CRBN,0.248340405
AGO2,0.248340405
TRPM4,0.248170996
HT,0.248170996
CIDEA,0.248170996
FBL,0.248170996
MUT,0.248054945
KLK1,0.248035515
MIR20B,0.248035515
SLC9A1,0.247989083
DLG1,0.247989083
ETFDH,0.24793398
PEX10,0.24793398
ATXN10,0.247926887
HOXA9,0.247808969
ALDH16A1,0.247808969
HTR1A,0.247695359
ETV1,0.247695359
HOXD3,0.247695359
REEP1,0.247662858
GAA,0.247662858
TRPS1,0.247662858
NTF3,0.247662858
KIZ,0.247662858
TJP3,0.247662858
NRXN1,0.247601333
RMRP,0.247485863
PGK1,0.247353484
GP1BB,0.247292094
SPATA16,0.247292094
CLCN2,0.247261908
TREM2,0.247243888
TRPV4,0.247157997
ARNT,0.247124545
CELP,0.247124545
HLA-C,0.247124282
EFNB2,0.247124282
SGCA,0.247107305
TRNS2,0.247107305
TRNW,0.247107305
TMPRSS3,0.247101665
PAWR,0.247101665
IL24,0.247101665
CEBPB,0.247101665
CLEC5A,0.246942103
USP18,0.246942103
AKAP10,0.246942103
PTTG1,0.246895606
SV2A,0.246895606
TBCE,0.246849818
TNNI3K,0.246791639
HOXD12,0.246791639
HCN4,0.246712454
DCTN4,0.246705498
LARS,0.246705498
STK4,0.246705498
SUPV3L1,0.246676517
SLC6A20,0.246676457
PC,0.246644989
MME,0.246644989
CFHR3,0.246584817
IFIT2,0.246584817
ME2,0.246536909
ANO6,0.246501094
CD244,0.246501094
ITGB4,0.246266599
SOD1,0.246213675
SCN3B,0.246213675
PROK2,0.246213675
COL5A2,0.246213675
RASGRF1,0.246213675
AGFG1,0.246213675
DNMT1,0.246119358
NCF2,0.246119358
AGPAT2,0.246107177
RPS10,0.246107177
NRG1,0.24599347
SMAD5,0.24599347
MIAT,0.24599347
SLC30A3,0.245912964
SLC25A27,0.245878482
AMER1,0.245748154
TWNK,0.245747005
NTM,0.245747005
DNMT3A,0.245708073
CYP2R1,0.245708073
CYP3A43,0.245708073
SLC28A1,0.245708073
TERT,0.245577266
SEMA3C,0.245577266
STN1,0.245577266
F13B,0.245577266
PYGM,0.245476747
CLP1,0.245476747
VKORC1,0.245476747
SATB2,0.245476747
FAM58A,0.245476747
SCHLAP1,0.245476747
HERPUD1,0.245476747
GPRIN2,0.245476747
DUSP2,0.245476747
FKBP15,0.245476747
TMEM173,0.245433848
TXNIP,0.245407307
SLC24A1,0.245333853
AD6,0.245310061
TRPC6,0.245259743
MIR200B,0.245205454
PRKCG,0.245115999
GRID2,0.24506773
CBLB,0.24506773
FGD1,0.244950142
TACO1,0.244950142
KIF1C,0.244950142
ROS1,0.244950142
ADHD1,0.244950142
MEF2A,0.244950142
MCM4,0.244950142
CCDC65,0.244950142
USP9X,0.244950142
PANX2,0.244950142
ADAMTS12,0.244950142
RLS2,0.244950142
NCKAP5,0.244950142
ATP9B,0.244950142
GLC1D,0.244950142
DFNA21,0.244950142
CMD1H,0.244950142
STXBP2,0.244846813
GRD2,0.24470945
AGAP1,0.244659788
ELOVL5,0.244563245
DNAAF5,0.244563245
TMEM98,0.244563245
NOL3,0.244563245
THEMIS,0.244563245
FIGLA,0.244563245
MEFV,0.244549648
SPDEF,0.244549648
ARRB1,0.24429736
CHIC2,0.244211154
ASCL1,0.243921247
BTK,0.243772827
HSD11B1,0.243709744
DDC,0.243698254
PIGL,0.243698254
ISL1,0.243698254
AKR1C2,0.243698254
IKZF1,0.243698254
GSTP1,0.243698254
DAP,0.243698254
MIR106A,0.243698254
SDF4,0.243698254
CGB5,0.243698254
HARS,0.243698254
H3F3B,0.243698254
TPM4,0.243698254
DST,0.243698254
SLC6A6,0.243698254
PGAM1,0.243698254
ATD,0.243698254
SARM1,0.243698254
DCD,0.243698254
IL9R,0.243698254
ITGB5,0.243698254
BMIQ10,0.243698254
HMGN1,0.243698254
APOBEC1,0.243698254
DYT2,0.243698254
FABP1,0.243698254
MPPE1,0.243656752
APOL4,0.243505936
HLA-E,0.243457538
SLITRK1,0.243396045
CAV2,0.243382903
BEST1,0.243378239
ERCC6,0.243378239
ASIC2,0.243378239
SLC39A8,0.243277877
GRM5,0.243229773
RSS,0.243229773
ADRB3,0.243133582
KDM4C,0.243133582
CDSN,0.243093845
DPM3,0.243033753
TGM2,0.243033753
POLA1,0.242877454
AP4E1,0.24274009
SRSF1,0.24271245
SURF1,0.242657943
IFT27,0.242657943
GALNS,0.242507833
POLE,0.242465363
KRT12,0.24243639
TTC7A,0.24243639
FGS2,0.24243639
ZDHHC9,0.242417596
ERG,0.242417596
RGS10,0.242407029
EFEMP1,0.242315873
MYO9B,0.242315873
POLB,0.242315873
KHSRP,0.242315873
FCGR2C,0.242302094
MTUS1,0.242302094
HCG9,0.242265526
FABP5,0.242158568
UCN3,0.242158568
TRPC3,0.242132073
STX1B,0.242132073
PHF21A,0.242132073
TM6SF2,0.24196493
PHLDB1,0.241956182
COL14A1,0.241956182
LGI1,0.241947727
CYP11B1,0.241947727
ARSE,0.241947727
SAMD9,0.241947727
PCSK1,0.241947727
NR3C1,0.241947727
RARS2,0.241947727
PAK3,0.241947727
SPG16,0.241947727
SRGAP3,0.241947727
CALCR,0.241947727
PMCH,0.241947727
COMMD1,0.241947727
PSPN,0.241947727
SPG29,0.241800094
CORO1A,0.241758251
MLPH,0.241738867
AGTR2,0.241738867
TBX18,0.241663999
MIR18B,0.241641183
IL1RAPL1,0.241629643
EGR1,0.24156721
FAS,0.241558068
GNA11,0.241558068
S100A7A,0.241557496
GBA2,0.241554819
SCGB1A1,0.241554819
SPG20,0.24152857
APOC2,0.241522496
CDHR3,0.241478241
JAK2,0.241443012
EDA,0.241443012
NRAS,0.241443012
PTH1R,0.241443012
CYBB,0.241443012
CDC6,0.241443012
CTLA4,0.241443012
NDUFAF6,0.241443012
ADIPOQ,0.241443012
SPRY2,0.241443012
CELA3B,0.241443012
GFI1B,0.241443012
RAB33B,0.241443012
CASP2,0.241443012
LFNG,0.241428579
ITGA3,0.241401529
PDCD1,0.241401529
MLANA,0.241401529
STAT1,0.241401471
SLC4A1,0.241367466
THBD,0.241367466
EPB41L3,0.241367466
JUND,0.241367466
GUCA2B,0.241367466
HOXD9,0.241367466
ITGA1,0.241367466
MRX82,0.241367466
LINC00908,0.241367466
DFNA49,0.241367466
STAU2,0.241367466
ECT2,0.241367466
LMOD1,0.241367466
PRDX5,0.241367466
SLC7A8,0.241367466
B3GAT1,0.24135766
MIR497,0.241340878
IGHM,0.241318689
CIC,0.241236271
LOX,0.241212141
XPNPEP3,0.241212141
LACC1,0.241212141
MMP11,0.241212141
FZD5,0.241212141
EIF4G1,0.241212141
IL31RA,0.241212141
BSCL2,0.241207817
FLVCR2,0.241207817
BLNK,0.241207817
KANK1,0.241207817
CECR2,0.241207817
ELOC,0.241207817
REEP5,0.241207817
SCLC1,0.241207817
DIO3,0.241207817
PRKAA2,0.241207817
SLC25A24,0.241207817
ISG20,0.241207817
ITGAV,0.241207817
ACAT2,0.241207817
HEBP2,0.241207817
ATP2B1,0.241153852
HSD11B2,0.241152417
MUC2,0.24114065
GOLGA4,0.24114065
GP1BA,0.241112906
ANK3,0.241112906
IGSF1,0.241112906
HLF,0.241112906
HSD3B1,0.241098907
EPCAM,0.241055044
EHHADH,0.241055044
VGF,0.241055044
TRPC5,0.241055044
MIR217,0.241055044
MMS,0.241055044
CTDP1,0.241043962
C9orf72,0.241043962
TSPAN12,0.241042001
P2RY8,0.240961544
APOBEC3A,0.240961544
AKR1C3,0.240934071
PON2,0.240908303
ZC4H2,0.240908303
IL1B,0.240908303
SDF2L1,0.240908303
VAPB,0.24090379
IFNL3,0.24090379
KLK4,0.24082418
RAD9A,0.24082418
CNPPD1,0.24082418
FCRL3,0.240821309
PARK7,0.240731053
BEAN1,0.240731053
ZNF41,0.240731053
KLF9,0.240731053
SPRR2B,0.240731053
FOXI1,0.24071429
BRAP,0.240711419
GFRA1,0.240686817
STXBP6,0.240686817
GRIK3,0.240659344
IDDM3,0.240559076
DAAM2,0.240549454
MMADHC,0.240504349
SFTPB,0.240504349
TOM1,0.240504349
HPS3,0.240494508
MMP8,0.240494508
KCNK9,0.2404656
CD81,0.240451867
PGM1,0.240451867
PPP2R1A,0.240451867
NPPA,0.240451867
MIR503,0.240451867
SLC12A5,0.240451867
TSHZ1,0.240451867
ACSL6,0.240439563
SP140,0.240439563
AP2B1,0.24041209
SNAI1,0.240384617
TSPY1,0.240384617
HAX1,0.240381419
NLRP12,0.240381419
GART,0.240381419
FDFT1,0.240381419
COL4A5,0.240323747
LIM2,0.240323747
SSTR3,0.240323747
MVK,0.240291059
CABP4,0.240291059
IBD7,0.240274727
HOXB5,0.240274727
HLP,0.240274727
HCRTR2,0.240164836
AD12,0.240137363
TRPC7,0.240137363
DGCR8,0.240137363
FARP2,0.240137363
SPRY4,0.240137363
DGCR2,0.240054945
PVT1,0.240054945
DYNC2H1,0.240039247
PIGV,0.240039247
CITED2,0.240026503
FGF8,0.240026503
IFNB1,0.240026503
TNFRSF14,0.240026503
ETS1,0.240026503
PRR13,0.24
EOMES,0.24
KRT14,0.24
HLA-DQA2,0.24
VIPR2,0.24
PPP1R1A,0.24
IBD6,0.24
MIR34A,0.239821198
TEP1,0.239821198
DPP4,0.239821198
BATF2,0.239821198
COX20,0.239821198
CHKA,0.239821198
ATAD5,0.239725224
TAP2,0.239656443
ATXN7,0.239656443
NPS,0.239603309
CRYGD,0.239534513
HDLBP,0.239534513
ND6,0.239443559
COL6A3,0.239443559
RDH5,0.239443559
AKR1C4,0.239443559
NLRC4,0.239443559
NKX6-1,0.239443559
MYLK,0.239443559
KIRREL3,0.239335681
H6PD,0.239335681
GPD1L,0.239248805
IDDM8,0.239248805
HIST1H1E,0.239248805
CAPN5,0.239185086
PRPF19,0.23885788
B3GLCT,0.238763921
HOXC13,0.238757607
C21orf59,0.238757607
INF2,0.238711512
ITGA9,0.238711512
HSCR6,0.238711512
COL9A2,0.238704807
MTHFD1,0.238704807
TIPARP,0.238704807
POGZ,0.238704807
EPHB4,0.238704807
APC2,0.238704807
PSORS1C1,0.238690005
C4BPB,0.238690005
GSTA5,0.238690005
TP53,0.238683116
KIF17,0.23857442
MS4A1,0.238542223
CALCA,0.238384613
CDC42,0.238384613
TOR1A,0.238269506
EN1,0.238269506
HIVEP2,0.238269506
PODXL,0.238075883
PSORS7,0.238075883
CLUL1,0.238064089
FTCD,0.237982895
TRNT,0.237982895
ADCY2,0.237982895
SP5,0.237982895
EFNA5,0.237982895
ENPP1,0.237913007
HTT,0.237887768
ACSL1,0.237887768
2-Sep,0.237887768
TMEM132D,0.237887768
EGF,0.237769402
TLX1,0.237769402
UBE2H,0.237769402
TAGLN,0.237769402
MEX3C,0.237769402
SERINC2,0.237754739
EIF4B,0.237754739
GPRC5A,0.237754739
CLDN2,0.237754739
CCNB1,0.237754739
BPY2,0.237754739
PIGQ,0.237754739
LATS1,0.237754739
PGLS,0.237754739
PSTPIP1,0.23774876
PRKG1,0.23774876
EPHA2,0.23774876
HBEGF,0.23774876
DYT17,0.237702017
CCL21,0.237702017
ACTN1,0.237702017
NMNAT1,0.237672391
CD79A,0.237672391
ALDH18A1,0.237672391
PMEL,0.237672391
GPT,0.237672391
QKI,0.237672391
HOXA11,0.237568717
BRWD3,0.237357874
GNG7,0.237330774
ANOS1,0.237268208
ID3,0.237268208
NEK4,0.237268208
CRIM1,0.237268208
FRA7G,0.237268208
CNIH3,0.237268208
PDIK1L,0.237268208
CEP104,0.237268208
ARHGAP32,0.237268208
ITGB8,0.237268208
KCNJ4,0.237268208
ADGRD2,0.237268208
CLEC4E,0.237268208
NT5DC1,0.237268208
BCR,0.237176694
LHCGR,0.237176694
MYO5A,0.237176694
TMEM43,0.237176694
INCENP,0.237176694
CNIH4,0.237176694
GIPR,0.237176694
ROR2,0.237176671
TRDN,0.236924086
ANXA3,0.236924086
MRPS28,0.236924086
IGF1R,0.236920757
MARS2,0.236920757
KERA,0.236789853
YARS2,0.236789853
UGT1A4,0.236789853
ATP1A3,0.236752866
CDK4,0.236752866
IARS2,0.236752866
SLC16A12,0.236752866
GRM3,0.236752866
CD82,0.236752866
EHD3,0.236752866
OVOL1,0.236752866
UCN2,0.236752866
PIGW,0.236752866
EPPS,0.236752866
GNPAT,0.236712454
CALB2,0.236712454
RNASEH2B,0.236712454
KRT13,0.236676055
AIF1,0.236676055
MFRP,0.236612924
LHX6,0.236612924
PET100,0.236612924
GPC1,0.236612924
SMPD3,0.236612924
MAML3,0.236612924
KPNB1,0.236612924
KLF15,0.236612924
POROK4,0.236612924
AOAH,0.236612924
IDDM13,0.236612924
GH2,0.236612924
SLC25A30,0.236612924
AMPD3,0.236466885
BBS9,0.236322915
HTR7,0.23628362
IMPG2,0.23628362
NKX3-2,0.23628362
CNNM2,0.23628362
DCBLD1,0.23628362
IDH3A,0.23628362
NANOS1,0.23628362
CELA1,0.23628362
KDR,0.236250441
TEF,0.236246464
PDPK1,0.236246464
PDIA3,0.236246464
LTF,0.236185066
CORO1C,0.236185066
FCGR2B,0.23607434
SMOC2,0.23607434
FOXE1,0.236049741
VANGL1,0.236049741
PKNOX2,0.23597597
PLA2G1B,0.235967425
CPA1,0.235967425
ACD,0.235967425
IBD4,0.235967425
VMO1,0.235967425
LILRA5,0.235967425
HBA1,0.235950772
SAG,0.235884826
DLL4,0.235884826
NUMA1,0.235884826
CETN1,0.235884826
MIR340,0.235884826
TAM,0.235884826
HIST1H3B,0.235884826
IRF2,0.235884826
SNRNP70,0.235884826
TSPO,0.235884826
SLC22A24,0.235884826
EIG2,0.235884826
HNRNPL,0.235884826
HOXD1,0.235884826
IFIT3,0.235884826
CLEC4D,0.235884826
AGMX2,0.235884826
PHC1,0.235884826
OLFML2B,0.235884826
FGF6,0.235884826
VGLL2,0.235884826
ANKRD18A,0.235884826
CYB5R3,0.235834634
COQ4,0.235834634
GDE1,0.235834634
TRNQ,0.235829367
MCM5,0.235829367
PTCH1,0.235673094
ENO2,0.235522629
HES1,0.235504525
FAM20A,0.235478977
AKAP9,0.235400896
KISS1R,0.235400896
OPN4,0.235400896
VAMP7,0.235400896
LYRM4,0.235370014
ECM2,0.235235274
CLEC16A,0.235206045
KLRB1,0.235206045
ATN1,0.235197322
ADH4,0.235164845
DDIT4,0.235137363
LRRC8A,0.235137363
ERAP1,0.235060264
CCDC26,0.235060264
SNTA1,0.234993529
PEA15,0.234993529
OPA2,0.234876673
DPM2,0.234876673
OTOA,0.234876673
EEC1,0.234862819
OGDH,0.234547199
SRC,0.23443224
APC,0.234398608
TSC1,0.234398608
GALK1,0.234398608
AARS2,0.234398608
BOLA3,0.234398608
EPO,0.234398608
MEIS2,0.234398608
KIAA0040,0.234398608
PSMC3IP,0.234398608
IDDM15,0.234398608
TCERG1L,0.234398608
HSPD1,0.234379246
CREM,0.234379246
PTGIS,0.234363559
PTGER1,0.234363559
LIMK1,0.234340665
IPCEF1,0.234313365
SEM1,0.234293913
SUGCT,0.234293913
MIR148B,0.234259832
UMPS,0.234157514
PGR,0.234111726
IFT88,0.234111726
VEGFA,0.234065938
TMC6,0.234064906
PEX2,0.234064906
ADTRP,0.234064906
CEACAM16,0.234064906
EFNA1,0.234064906
DSTYK,0.234064906
PCOLCE2,0.234064906
SLITRK5,0.23402015
TAS2R13,0.234018777
DTNBP1,0.233986025
ADCY8,0.233986025
MAG,0.233986025
MIR143,0.233986025
SOX8,0.233986025
CNPY4,0.233986025
NR5A2,0.233986025
ZKSCAN3,0.233974362
PVALB,0.233974362
PARK2,0.233895318
MGR5,0.233895318
SPG27,0.23384998
GLRX5,0.23384998
UPF3B,0.23384998
FAM13A,0.23384998
PER1,0.23384998
WNT8A,0.233759015
SYNE2,0.23360806
HLA-DQA1,0.233496658
FGF20,0.233489185
FEZ1,0.233470697
CAPN10,0.233447481
HRH1,0.233447481
ZNF408,0.233447481
MIR137HG,0.233447481
MIR197,0.233447481
MIR212,0.233447481
MEG3,0.233447481
NHS,0.233443993
CAT,0.233443993
PLA2G5,0.233443993
GAGE1,0.233443993
CDKN2A,0.233419619
PDSS1,0.233419619
SLC32A1,0.233419619
GER,0.233419619
ID1,0.233419619
SIPA1L1,0.233419619
CMAL,0.233419619
RAX2,0.233405599
SOX3,0.23338055
FNDC3B,0.23338055
TELAB1,0.23338055
ABCC2,0.233336887
IL20,0.233333333
NBAS,0.233294719
POGLUT1,0.233294719
ITGB3,0.233251108
MCEE,0.232951961
PIGA,0.23287761
HIP1,0.23287761
ITGB6,0.23287761
IMPG1,0.23287761
GAB1,0.23287761
KHDC3L,0.23287761
LBX1,0.23287761
ADCY7,0.23287761
MIR342,0.23287761
ITIH4,0.23287761
POC1B,0.23287761
PRKCI,0.23287761
KCTD17,0.23287761
ADAM17,0.23287761
SNRPE,0.23287761
GADD45B,0.23287761
SOX30,0.23287761
PTPN21,0.23287761
RXFP1,0.23287761
RBMY1A1,0.23287761
RBP1,0.23287761
PTX3,0.23287761
WFDC1,0.23287761
OSGIN1,0.23287761
TNPO2,0.23287761
NCKAP1L,0.23287761
NT5C,0.23287761
GSTK1,0.23287761
KLRC2,0.23287761
KWE,0.23287761
CCR10,0.23287761
MGR4,0.23287761
RAB7B,0.23287761
LRRTM3,0.23287761
GLP1R,0.23287761
ARVD6,0.23287761
AIC,0.23287761
SLC6A8,0.232744638
DHODH,0.232661516
RBP3,0.23260337
NKX2-1,0.232577349
AMMEC,0.232577349
BIRC5,0.232530185
PAND1,0.232530185
NDUFS3,0.232407583
STOX1,0.23238589
CSNK2A1,0.232346995
DOK5,0.232346995
PAG1,0.232346995
GLT8D1,0.232346995
SLC9A3,0.232324131
TPR,0.232324131
KRT15,0.232324131
GPR37,0.232324131
SLC39A5,0.232324131
TMEM230,0.232324131
GPIHBP1,0.232324131
HACL1,0.232324131
KRAS,0.232310324
WHRN,0.232232976
CX3CR1,0.232232976
IGF2,0.232055813
F5,0.232
FAM83H,0.231999845
TAPBP,0.231999845
DLEC1,0.231999845
SBNO2,0.231978051
AOC1,0.231825241
POLD1,0.231620984
LSAMP,0.231620984
MYAS1,0.231620984
CSF2RA,0.231598792
RAPH1,0.231598792
CCDC88B,0.231598792
GADD45A,0.23153727
EPS8L3,0.231428598
CHRNA4,0.231414264
TGFA,0.231414264
KCNN3,0.231414264
CCL24,0.231414264
IL23R,0.231410541
GAD2,0.231410541
NEDD4L,0.23137128
KMO,0.23137128
TIA1,0.23137128
FAT1,0.23137128
NUP107,0.23137128
RBPJ,0.231344483
KAT6A,0.23111166
COL28A1,0.231110327
FAM126B,0.231091492
LURAP1L,0.231091492
SLC16A8,0.231091492
ABCA6,0.231091492
KLK2,0.231060051
LXN,0.231060051
SZT2,0.230982049
WIF1,0.230982049
MASP1,0.230982049
AMBRA1,0.230982049
AIS2,0.230982049
PAPA3,0.230982049
IDDM11,0.230982049
RAB11FIP5,0.230982049
ABI3BP,0.230982049
PTP4A1,0.23091531
RNF113A,0.23091531
NABP1,0.23091531
ADCY6,0.23091531
AD10,0.230879144
AXIN2,0.230851416
GOLGA5,0.230811496
AHCY,0.230741166
REG4,0.230734054
EIF5,0.230734054
CAPN14,0.230699779
GPX2,0.230699779
ECHS1,0.230684837
UGT1A1,0.230647528
PORCN,0.230647528
SLCO1B1,0.230647528
TIMP2,0.230647528
CMYA5,0.230647528
NKAIN1,0.230647528
RIN3,0.230549207
ILF2,0.230549207
AITD1,0.230549207
PLEKHA7,0.230503271
CDKN1A,0.230489717
NKX3-1,0.230489717
EDEM1,0.230459596
ABO,0.230331798
LHPP,0.230331798
IMPACT,0.230331798
GCK,0.230312238
NDRG1,0.230312238
TMEM127,0.230312238
FARS2,0.230312238
SBF1,0.230312238
EPB42,0.230312238
MIR214,0.230312238
HDLC3,0.230312238
SMAR,0.230257976
ALK,0.230236534
CA9,0.230236534
PSMD6,0.230146539
MMP26,0.23014415
SNORD103C,0.23014415
ARHGAP9,0.23014415
NEUROD2,0.23014415
FASTKD2,0.23014415
PLEKHA6,0.23014415
ADCY3,0.23014415
ADRA2B,0.23014415
KRT75,0.23014415
DCLK1,0.23014415
GGTLC1,0.23014415
XPR1,0.23014415
STRADA,0.23014415
NYS4,0.23014415
SLC13A4,0.23014415
RFX6,0.230138815
ERVW-4,0.230138815
MYP2,0.230138815
UQCRB,0.230138815
ATP1B1,0.230138815
TIMM10,0.230138815
ATOH7,0.230138815
PYCR2,0.230138815
KIF3C,0.230138815
GSTM3,0.230138815
GNAI2,0.230138815
DSC1,0.230138815
DURS1,0.230115132
SSX2,0.230034341
EDIL3,0.229957088
11-Sep,0.229957088
UHRF1,0.229957088
PEX1,0.229749674
ECE1,0.229742099
TYMS,0.229698173
MIR638,0.229629038
ADA,0.229516263
SLC26A1,0.229516263
TMEM18,0.229516263
ASCC1,0.229461835
DFNB27,0.229453335
GRM8,0.229434856
CDK6,0.229393558
TMEM237,0.229387312
GDF3,0.229332705
UNG,0.229332705
STAT6,0.229332705
ACSM1,0.229332705
RPS6KB2,0.229332705
WDR60,0.229332705
ACADL,0.229332705
ARHGAP30,0.229332705
NF2,0.229316297
AICDA,0.229316297
HK3,0.229316297
GSTM5,0.229316297
TSNAX,0.229296996
NPAP1,0.229248707
C1GALT1C1,0.229202526
DDX59,0.229120882
ZFYVE26,0.22908722
RAD51,0.229081635
MAFF,0.229052169
ENPEP,0.229021009
ND1,0.228849263
CCDC40,0.228849263
HSPB1,0.228846155
DDR2,0.228846155
PLAT,0.228846155
MOK,0.228821853
STAG2,0.228821853
SLC45A2,0.228808125
NKX2-5,0.228808125
KCNC3,0.228808125
CRYGC,0.228808125
DLX3,0.228808125
LTC4S,0.228808125
PLD5,0.228808125
SPRED2,0.228808125
HTR3D,0.228808125
GABRR1,0.228808125
ACLY,0.228808125
DUSP1,0.228808125
DAPP1,0.228808125
LCORL,0.228777442
RARA,0.228763997
TSPAN7,0.228763997
TXNRD2,0.228763335
FREM2,0.228723934
CASP3,0.228723934
PLPP3,0.228723934
AKR1D1,0.22867568
FOXF1,0.22867568
MAK,0.22867568
ADD1,0.22867568
NKX2-3,0.22867568
ARID2,0.22867568
KLLN,0.228610675
SRCAP,0.228610675
MAGEC1,0.228610675
MTHFS,0.228610675
MTMR2,0.228582577
FRMD3,0.228582577
LEMD3,0.228510021
PADI4,0.228510021
CDK5R1,0.228476341
FLII,0.228452813
CYP26A1,0.228452813
POP1,0.228452813
CDKN2D,0.228452813
TMEM5,0.228452813
CD74,0.228410879
RHOC,0.228398948
RLS3,0.228352116
ADAM12,0.228352116
CHNG3,0.228352116
HFE,0.228316096
MAPK8,0.228316096
UBIAD1,0.228277613
APBA2,0.228277613
GAST,0.22823243
KCNA5,0.22821062
IREB2,0.22821062
KIAA0556,0.228201614
AHCYL2,0.228186601
NUDCD3,0.228172246
HEMC,0.228094518
BRAT1,0.228094518
NUP62,0.227953262
FXYD2,0.227953262
BLVRA,0.227953262
CPLX1,0.227953262
HDAC2,0.227847407
MMP20,0.227847407
NPR1,0.227847407
MMP21,0.227847407
HYT3,0.227847407
KRT32,0.227847407
BULN,0.227847407
NMNAT3,0.227847407
MMP3,0.227710517
PTGES,0.227710517
CDH11,0.227652161
HSPA8,0.227581206
DHDDS,0.227497342
OXCT1,0.2274196
ODC1,0.2274196
PIGN,0.227394042
KIT,0.227384884
SOST,0.227384884
PIK3CD,0.227384884
FKBP10,0.227384884
LARP7,0.227384884
ZNF530,0.227384884
SV2B,0.227307696
ANBC,0.227261908
OLFM4,0.227261908
ST6GALNAC1,0.22721612
CAPN1,0.227213728
HIST3H3,0.227213728
CYP2C8,0.227124545
CTNNA2,0.227124545
VPS33B,0.227115985
TRPM6,0.227115985
DDB2,0.227115985
TTI2,0.227115985
SHANK2,0.227115985
ERMARD,0.227078757
PRKCD,0.227078757
STIL,0.227067511
CCL5,0.227067511
PDZD7,0.227067511
HERC5,0.227067511
DNMT3L,0.227067511
CHDS2,0.227067511
CXCR1,0.227058885
SPATA21,0.227058885
CHRNA6,0.227032969
NBN,0.226987011
HFE2,0.226987011
HTC2,0.226987011
WDR62,0.226987011
MIR423,0.226987011
CALB1,0.226987011
WNK3,0.226987011
ASXL2,0.226987011
AIS3,0.226987011
GPR17,0.226987011
TPRN,0.226987011
TRAC,0.226987011
HLA-DRB5,0.226987011
ID2,0.226987011
NAP1L5,0.226987011
DWS,0.226987011
DIAPH1,0.226941393
VIPAS39,0.22692366
PGM3,0.22692366
DOK1,0.22692366
DPT,0.22692366
TKFC,0.22692366
FAT2,0.22692366
FGD2,0.22692366
EGR3,0.226923277
UVM2,0.226923277
LDLR,0.226900692
PPARD,0.226900692
GSTO1,0.226900692
ERRFI1,0.226849818
JUNB,0.226849818
AVP,0.226838471
DISC2,0.226838471
CD46,0.226838471
WDR36,0.226838471
IKZF4,0.226838471
LRPAP1,0.226838471
SH3GL1,0.226838471
PASK,0.226838471
AZON,0.226838471
ATP6V0D2,0.226838471
POLR3A,0.226681929
CNNM4,0.226681929
PLA2G7,0.226624096
SOX11,0.226624096
CNTN2,0.226533402
HLA-DPB2,0.226533402
HCA1,0.226533402
EHBP1,0.226533402
CTNND2,0.226440336
MIR100,0.226428743
TXNL4A,0.226407688
MGLL,0.226407688
LGALS3,0.226396197
APP,0.226352215
ADAMTS17,0.226352215
FAT4,0.226352215
NR4A1,0.226352215
HLA-DMA,0.226352215
SLC6A11,0.226352215
UNC80,0.226352215
ADORA1,0.226349067
SFRP1,0.226297188
SLC51A,0.226297188
CCDC22,0.226297188
SLC2A5,0.226297188
HIST1H1B,0.226297188
FAM180A,0.226297188
CFAP65,0.226297188
DHFR,0.226285733
GAS1,0.226285733
IL17C,0.226285733
AP4B1,0.226285733
COL12A1,0.226285733
MAGI1,0.226285733
GSTZ1,0.226285733
CCDC86,0.226285733
HNRNPA3,0.226285733
PPP2R1B,0.226285733
RCBTB1,0.226285733
IS2,0.226285733
DIEXF,0.226285733
ARHGAP45,0.226285733
GRM1,0.226267023
UGT2B15,0.226157495
NSD3,0.22611687
GFAP,0.226098901
TNFAIP8,0.226098901
CLVS2,0.226060749
B3GAT2,0.226060749
EFEMP2,0.225956552
GSR,0.225956552
ATP2C1,0.225870449
VAMP3,0.225848538
BICC1,0.225721158
GLC1M,0.225657058
ISCA2,0.225487107
IDDM7,0.225487107
SIPA1,0.225487107
CNOT3,0.225487107
PSORS8,0.225487107
R3HDML,0.225487107
CRYGB,0.225487107
ENO4,0.225487107
RGCC,0.225487107
HMOX2,0.225487107
SH3RF3,0.225487107
CHIA,0.225487107
